ID,Series,Repeat,Ambient Humidity,Ambient Temperature,Leaf Angle,Leaf Temp Differential,LEF,Light Intensity (PAR),NPQt,Phi2,PhiNO,PhiNPQ,Relative Chlorophyll,time,Notes,Take a picture of leaf,What is label (location_site_plantTaxon_indiv),What is taxon,Time of Day,User,Device ID,Latitude,Longitude,Issues
879114,Whole Data Set,1,38.244141,24.139999,7.5,-1.429999,58.582,311,0.323,0.419,0.439,0.142,1.543914927,6/23/18 12:51,na,,1_2_4_2,juniperus communis,12.85361111,harrisonjg,01:12:37:24,0,0,2
879113,Whole Data Set,1,40.682617,23.780001,17.22,-0.830001,70.771,402,0.279,0.391,0.476,0.133,6.372587633,6/23/18 12:57,na,,1_2_4_3,juniperus communis,12.96361111,harrisonjg,01:12:37:24,0,0,1
879112,Whole Data Set,1,37.709961,24.16,10.72,-1.05,111.14,551,0.647,0.448,0.335,0.217,4.978337928,6/23/18 13:03,na,,1_2_4_4,juniperus communis,13.05222222,harrisonjg,01:12:37:24,0,0,
879111,Whole Data Set,1,38.238281,27.17,57.65,-1.51,199.612,1269,0.723,0.35,0.378,0.273,1.658133123,6/23/18 13:08,na,,1_2_4_5,juniperus communis,13.135,harrisonjg,01:12:37:24,0,0,2
879110,Whole Data Set,1,29.483398,30.059999,50.99,-1.669999,88.756,382,0.484,0.516,0.326,0.158,7.873178417,6/23/18 13:16,na,,1_2_4_6,juniperus communis,13.27111111,harrisonjg,01:12:37:24,0,0,1
879109,Whole Data Set,1,30.866211,28.99,10.72,-0.24,130.977,1617,0.375,0.18,0.596,0.224,7.120913746,6/23/18 13:22,na,,1_2_4_7,juniperus communis,13.37777778,harrisonjg,01:12:37:24,0,0,
879108,Whole Data Set,1,31.282227,26.530001,24.07,-0.010001,65.81,363,2.865,0.403,0.154,0.443,0.901929894,6/23/18 13:31,na,,1_2_4_8,juniperus communis,13.51694444,harrisonjg,01:12:37:24,0,0,2
879107,Whole Data Set,1,31.442383,27.25,23.58,-1.3,46.066,239,0.812,0.428,0.316,0.256,9.972430091,6/23/18 13:41,na,,1_2_4_9,juniperus communis,13.68333333,harrisonjg,01:12:37:24,0,0,1
879106,Whole Data Set,1,35.370117,26.27,20.7,-1.08,169.561,1922,0.446,0.196,0.556,0.248,12.31820008,6/23/18 13:45,na,,1_2_4_10,juniperus communis,13.75805556,harrisonjg,01:12:37:24,0,0,
879105,Whole Data Set,1,30.068359,28.83,15.03,-2.12,27.138,116,0.058,0.52,0.454,0.026,8.948404884,6/23/18 14:19,na,,1_2_5_1,Abies grandis cf,14.31916667,harrisonjg,01:12:37:24,0,0,1
879104,Whole Data Set,1,22.769531,30.6,27.71,1.72,32.536,122,0.063,0.593,0.383,0.024,0.035447026,6/23/18 14:33,na,,1_2_5_2,Abies grandis cf,14.55222222,harrisonjg,01:12:37:24,0,0,2
879103,Whole Data Set,1,25.396484,26.59,5.39,0.31,27.615,113,0.161,0.543,0.393,0.063,12.13076014,6/23/18 14:43,na,,1_2_5_3,Abies grandis cf,14.72722222,harrisonjg,01:12:37:24,0,0,1
879102,Whole Data Set,1,26.091797,26.209999,25.08,-0.439999,9.185,33,0.189,0.619,0.321,0.061,3.710122095,6/23/18 14:47,na,,1_2_5_4,Abies grandis cf,14.79305556,harrisonjg,01:12:37:24,0,0,1
879101,Whole Data Set,1,25.21875,24.42,11.04,-0.69,23.752,93,0.149,0.568,0.377,0.056,3.832217408,6/23/18 14:55,na,,1_2_5_5,Abies grandis cf,14.92638889,harrisonjg,01:12:37:24,0,0,
879100,Whole Data Set,1,30.041992,25.780001,44.44,-1.350001,25.643,111,0.186,0.513,0.41,0.076,2.674281213,6/23/18 15:04,na,,1_2_5_6,Abies grandis cf,15.08083333,harrisonjg,01:12:37:24,0,0,1
879099,Whole Data Set,1,33.603516,24.870001,49.64,-1.240001,26.322,110,0.37,0.532,0.342,0.126,9.617959827,6/23/18 15:15,na,,1_2_5_7,Abies grandis cf,15.25805556,harrisonjg,01:12:37:24,0,0,1
879098,Whole Data Set,1,30.767578,25.139999,4.82,-0.769999,30.005,133,0.181,0.501,0.422,0.077,2.859393462,6/23/18 15:24,na,,1_2_5_8,Abies grandis cf,15.41611111,harrisonjg,01:12:37:24,0,0,2
879097,Whole Data Set,1,29.200195,25.190001,15.03,-0.070001,10.307,41,0.201,0.559,0.367,0.074,0.476565577,6/23/18 15:27,na,,1_2_5_9,Abies grandis cf,15.46416667,harrisonjg,01:12:37:24,0,0,2
879096,Whole Data Set,1,30.026367,23.58,18.32,-0.87,9.782,37,0.142,0.588,0.361,0.051,5.57306026,6/23/18 15:35,na,,1_2_5_10,Abies grandis cf,15.59,harrisonjg,01:12:37:24,0,0,1
879095,Whole Data Set,1,32.052734,22.690001,8.67,-0.940001,27.45,105,0.299,0.581,0.323,0.096,38.92871209,6/23/18 15:54,na,,1_2_6_1,populus angustifolium,15.91277778,harrisonjg,01:12:37:24,0,0,
879094,Whole Data Set,1,32.994141,21.540001,7.66,-0.830001,10.077,37,0.427,0.605,0.277,0.118,21.94564789,6/23/18 16:02,na,,1_2_6_2,populus angustifolium,16.04222222,harrisonjg,01:12:37:24,0,0,1
879093,Whole Data Set,1,34.387695,20.4,7.56,0.14,5.153,17,0.374,0.674,0.238,0.089,25.4273336,6/23/18 16:08,na,,1_2_6_3,populus angustifolium,16.14805556,harrisonjg,01:12:37:24,0,0,1
879092,Whole Data Set,1,46.269531,22.190001,23.6,-1.800001,145.241,1311,0.208,0.246,0.624,0.13,44.34423001,6/23/18 16:25,na,,1_2_6_4,populus angustifolium,16.42111111,harrisonjg,01:12:37:24,0,0,1
879091,Whole Data Set,1,43.750977,22.549999,12.17,-1.119999,59.527,241,0.417,0.549,0.318,0.133,7.459629776,6/23/18 16:28,na,,1_2_6_5,populus angustifolium,16.48027778,harrisonjg,01:12:37:24,0,0,1
879090,Whole Data Set,1,47.399414,21.780001,2.64,-0.630001,30.499,134,0.897,0.506,0.261,0.234,41.91413942,6/23/18 16:35,na,,1_2_6_6,populus angustifolium,16.58361111,harrisonjg,01:12:37:24,0,0,
879089,Whole Data Set,1,45.658203,20.67,1.9,-0.22,57.537,230,0.207,0.556,0.368,0.076,8.200078771,6/23/18 16:40,na,,1_2_6_7,populus angustifolium,16.66861111,harrisonjg,01:12:37:24,0,0,
879088,Whole Data Set,1,50.87207,19.620001,9.9,-0.530001,14.409,49,0.174,0.653,0.295,0.051,45.46671918,6/23/18 16:45,na,,1_2_6_8,populus angustifolium,16.765,harrisonjg,01:12:37:24,0,0,1
879087,Whole Data Set,1,51.426758,18.719999,8.88,-0.829999,31.565,117,0.301,0.6,0.308,0.093,3.02087436,6/23/18 16:52,na,,1_2_6_9,populus angustifolium,16.87666667,harrisonjg,01:12:37:24,0,0,2
879086,Whole Data Set,1,50.791992,19.59,61.7,-1.24,38.726,146,0.267,0.589,0.324,0.086,27.37298149,6/23/18 16:59,na,,1_2_6_10,populus angustifolium,16.99361111,harrisonjg,01:12:37:24,0,0,
879085,Whole Data Set,1,52.628906,20.34,36.11,-0.46,149.847,1041,1.209,0.32,0.308,0.372,45.14769594,6/23/18 17:08,na,,1_2_7_1,populus tremulloides,17.14083333,harrisonjg,01:12:37:24,0,0,
879084,Whole Data Set,1,52.322266,20.299999,6.23,-0.549999,42.529,166,0.364,0.569,0.316,0.115,48.99960614,6/23/18 17:17,na,,1_2_7_2,populus tremulloides,17.28333333,harrisonjg,01:12:37:24,0,0,
879083,Whole Data Set,1,51.711914,20.91,14.36,-1.16,89.786,406,0.391,0.491,0.366,0.143,48.2355258,6/23/18 17:25,na,,1_2_7_2,populus tremulloides,17.42027778,harrisonjg,01:12:37:24,0,0,
879082,Whole Data Set,1,41.638672,22.43,33.02,-0.37,146.728,1100,0.589,0.296,0.443,0.261,54.50177235,6/23/18 17:38,na,,1_2_7_4,populus tremulloides,17.63583333,harrisonjg,01:12:37:24,0,0,
879081,Whole Data Set,1,48.166992,24.48,30.13,-1.47,21.431,103,2.235,0.462,0.166,0.371,48.17644742,6/23/18 17:44,na,,1_2_7_5,populus tremulloides,17.73555556,harrisonjg,01:12:37:24,0,0,
879080,Whole Data Set,1,47.867188,22,17.87,-0.15,74.246,453,0.187,0.364,0.536,0.1,49.96455297,6/23/18 17:49,na,,1_2_7_6,populus tremulloides,17.82972222,harrisonjg,01:12:37:24,0,0,1
879079,Whole Data Set,1,49.280273,21.43,6.62,0.23,39.615,145,0.258,0.607,0.312,0.081,50.00393856,6/23/18 17:57,na,,1_2_7_7,populus tremulloides,17.95027778,harrisonjg,01:12:37:24,0,0,
879078,Whole Data Set,1,52.391602,21.540001,16.98,-0.300001,26.228,95,0.224,0.614,0.316,0.071,46.69948799,6/23/18 18:05,na,,1_2_7_8,populus tremulloides,18.08694444,harrisonjg,01:12:37:24,0,0,
879077,Whole Data Set,1,50.882812,21.040001,21.85,-0.850001,10.339,33,0.275,0.696,0.238,0.065,51.33517133,6/23/18 18:08,na,,1_2_7_9,populus tremulloides,18.14444444,harrisonjg,01:12:37:24,0,0,1
879076,Whole Data Set,1,49.771484,19.620001,19.95,-0.490001,10.053,34,0.186,0.657,0.289,0.054,48.92083497,6/23/18 18:14,na,,1_2_7_10,populus tremulloides,18.24638889,harrisonjg,01:12:37:24,0,0,1
874410,Whole Data Set,1,33.27832,17.5,36.3,-1.02,31.696,129,0.437,0.546,0.316,0.138,13.57227255,6/18/18 15:18,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11017/99ad0cd5-63ab-4cf9-a9b9-933a98ee8533.jpeg,1_1_1_2b,Picea engelmannii,15.30138889,harrisonjg,01:12:37:24,41.33758589,-106.2962388,2
874409,Whole Data Set,1,32.362305,16.49,26.67,-1.6,16.691,64,0.321,0.58,0.318,0.102,-0.953131154,6/18/18 15:20,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11016/352e45be-22a3-4ba3-b08f-db1b949c6010.jpeg,1_1_1_2c,Picea engelmannii,15.33416667,harrisonjg,01:12:37:24,41.33752928,-106.2962027,3
874405,Whole Data Set,1,33.544922,16.32,24.68,-0.1,54.23,1116,0.104,0.108,0.808,0.084,-1.595116187,6/18/18 15:41,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11015/947cb9ac-e202-4a2d-b732-49f7110720d9.jpeg,1_1_1_3a,Picea engelmannii,15.69305556,harrisonjg,01:12:37:24,41.33776864,-106.2964123,2
874404,Whole Data Set,1,34.772461,16.879999,2.9,-0.559999,100.8,1785,0.431,0.125,0.611,0.263,5.675462781,6/18/18 15:43,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11014/e01b6f83-791f-452a-b134-8fcba2e59249.jpeg,1_1_1_3b,Picea engelmannii,15.73,harrisonjg,01:12:37:24,41.33781684,-106.2964451,2
874403,Whole Data Set,1,34.605469,17.5,20.65,-2.19,159.103,1788,2.525,0.198,0.228,0.575,0.291453328,6/18/18 15:46,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11013/9ed19f8e-5c64-4de1-b177-a98225cfad2b.jpeg,1_1_1_3b,Picea engelmannii,15.76694444,harrisonjg,01:12:37:24,41.33780465,-106.2964496,2
874402,Whole Data Set,1,31.995117,16.780001,9.27,-1.260001,23.096,248,10.4,0.207,0.07,0.723,-1.831429697,6/18/18 15:58,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11012/2537228d-dd96-4a8a-971f-e415cabb37f6.jpeg,1_1_1_4a,Picea engelmannii,15.97444444,harrisonjg,01:12:37:24,41.3377579,-106.2965234,3
874401,Whole Data Set,1,33.680664,15.72,45.02,-1.47,12.694,56,0.473,0.504,0.337,0.159,1.370618354,6/18/18 16:00,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11011/629a37f5-7d5e-4631-9be7-be23d50bb71b.jpeg,1_1_1_4b,Picea engelmannii,16.00388889,harrisonjg,01:12:37:24,41.33777105,-106.2964971,3
874400,Whole Data Set,1,33.978516,15.39,65.54,-1.36,44.3,232,0,0.424,1.023,0,-0.984639622,6/18/18 16:02,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11010/a2535ff4-ec6a-4299-9a5a-b9e8c1c252bf.jpeg,1_1_1_4c,Picea engelmannii,16.03333333,harrisonjg,01:12:37:24,41.33781931,-106.2965469,3
874399,Whole Data Set,1,31.21875,18.450001,44.29,-1.560001,32.275,171,1.19,0.419,0.265,0.316,1.473020874,6/18/18 16:15,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11009/f2830822-5e0e-45a7-b640-2df063dfb2b7.jpeg,1_1_1_5a,Picea engelmannii,16.2625,harrisonjg,01:12:37:24,41.33769282,-106.2966249,3
874398,Whole Data Set,1,31.477539,17.23,68.33,-0.56,27.382,145,1.626,0.42,0.221,0.359,-0.630169358,6/18/18 16:17,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11008/163cae59-0c3d-474b-a6fd-8fbb3831df7a.jpeg,1_1_1_5b,Picea engelmannii,16.28722222,harrisonjg,01:12:37:24,41.33768705,-106.2966022,2
874397,Whole Data Set,1,30.444336,16.17,10.08,-1.34,21.903,257,15.904,0.189,0.048,0.763,-1.949586451,6/18/18 16:18,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11007/f10f1c54-1c35-4247-88ef-beeb88ea3777.jpeg,1_1_1_5c,Picea engelmannii,16.31027778,harrisonjg,01:12:37:24,41.33769997,-106.2966066,4
874396,Whole Data Set,1,35.014648,15.06,13.45,-0.71,19.611,86,0.571,0.507,0.314,0.179,5.320992517,6/18/18 16:26,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11006/8262b7ef-23e2-4d17-9169-fc67cff1d4d0.jpeg,1_1_1_6a,Picea engelmannii,16.44194444,harrisonjg,01:12:37:24,41.3375867,-106.2966549,1
874395,Whole Data Set,1,40.275391,15.04,3.23,-0.42,19.869,98,0.534,0.451,0.358,0.191,6.538007089,6/18/18 16:28,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11005/4406ec47-9876-47bb-b00e-2267624dbc66.jpeg,1_1_1_6b,Picea engelmannii,16.47333333,harrisonjg,01:12:37:24,41.33760922,-106.2966632,1
874394,Whole Data Set,1,35.463867,15.04,15.92,-1.33,34.382,179,0.415,0.427,0.405,0.168,5.695155573,6/18/18 16:30,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11004/253a72ad-161f-489e-9818-04a444cc6f0f.jpeg,1_1_1_6c,Picea engelmannii,16.5,harrisonjg,01:12:37:24,41.33761309,-106.2966842,1
874393,Whole Data Set,1,36.825195,14.78,3.3,-2.53,53.076,328,0.64,0.36,0.391,0.25,11.05947223,6/18/18 16:37,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11003/59cc7b9d-b526-4008-b85e-06be46264c3c.jpeg,1_1_1_7a,Picea engelmannii,16.62888889,harrisonjg,01:12:37:24,41.33758423,-106.2967416,1
874392,Whole Data Set,1,37.675781,14.7,7.84,-1.71,47.991,268,0.583,0.398,0.38,0.222,23.58802678,6/18/18 16:39,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11002/9592e4f1-598b-40e4-8b12-2d2a0317c6fe.jpeg,1_1_1_7b,Picea engelmannii,16.65888889,harrisonjg,01:12:37:24,41.33758884,-106.296722,1
874391,Whole Data Set,1,38.135742,14.69,13.36,-1.7,46.52,272,0.365,0.38,0.454,0.166,3.824340291,6/18/18 16:41,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11001/2c328dde-cdeb-4ba8-9a00-e28caa1500ac.jpeg,1_1_1_7c,Picea engelmannii,16.68666667,harrisonjg,01:12:37:24,41.33761657,-106.2967348,1
874390,Whole Data Set,1,37.053711,14.94,3.87,-1.51,19.001,86,0.454,0.491,0.35,0.159,10.9294998,6/18/18 16:53,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/11000/6fc88b40-bb31-49a5-b73a-0ed133450853.jpeg,1_1_1_8a,Picea engelmannii,16.89277778,harrisonjg,01:12:37:24,41.33781351,-106.2967387,
874389,Whole Data Set,1,35.699219,14.5,11.99,-1.55,27.623,127,0.419,0.483,0.364,0.152,1.429696731,6/18/18 16:55,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10999/c45bb5f1-915a-4478-9202-6fb7ba8e46e5.jpeg,1_1_1_8b,Picea engelmannii,16.92194444,harrisonjg,01:12:37:24,41.33784223,-106.296768,1
874388,Whole Data Set,1,36.870117,14.43,5.63,-1.32,32.005,159,0.351,0.447,0.409,0.144,0.003938558,6/18/18 16:57,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10998/4019a263-773e-4e7d-b7ad-604850ed43d9.jpeg,1_1_1_8c,Picea engelmannii,16.95527778,harrisonjg,01:12:37:24,41.3377833,-106.2967019,3
874387,Whole Data Set,1,58.780273,13.66,6.6,-1.67,41.304,967,0.725,0.095,0.525,0.38,3.430484443,6/19/18 8:33,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10997/ae53a17a-f7da-4960-b53d-306e18504b69.jpeg,1_1_2_1,juniperus communis,8.562777778,harrisonjg,01:12:37:24,41.33773716,-106.2964261,
874386,Whole Data Set,1,51.807617,14.83,3.51,-1.46,51.111,933,0.541,0.122,0.57,0.308,1.362741237,6/19/18 8:35,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10996/12119a28-1ac2-4318-adad-19b401c78545.jpeg,1_1_2_1b,juniperus communis,8.595555556,harrisonjg,01:12:37:24,41.33772181,-106.2964211,2
874385,Whole Data Set,1,50.039062,15.52,40.23,-2.25,52.456,683,0.112,0.171,0.746,0.084,3.076014179,6/19/18 8:37,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10995/c1db1ec5-81c3-4b22-ab6b-3a000e38eff9.jpeg,1_1_2_1c,juniperus communis,8.625,harrisonjg,01:12:37:24,41.33771955,-106.296452,1
874384,Whole Data Set,1,48.131836,15.77,2.76,0.83,48.765,758,0.608,0.143,0.533,0.324,4.568727846,6/19/18 8:46,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10994/fdf2fb49-e2c4-4272-a3ca-c47dced129af.jpeg,1_1_2_2a,juniperus communis,8.771666667,harrisonjg,01:12:37:24,41.33763766,-106.2964235,
874383,Whole Data Set,1,47.34668,16.43,4.82,-0.27,60.2,450,0.333,0.297,0.527,0.175,2.000787712,6/19/18 8:47,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10993/b8495aba-db44-418c-a66b-227583f08780.jpeg,1_1_2_2b,juniperus communis,8.799166667,harrisonjg,01:12:37:24,41.33759142,-106.2964224,1
874382,Whole Data Set,1,45.115234,16.639999,3.93,-0.159999,74.876,1051,0.468,0.158,0.574,0.268,5.75423395,6/19/18 8:49,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10992/b4966762-219e-4e8e-9046-0a5d85d2fb93.jpeg,1_1_2_2c,juniperus communis,8.828055556,harrisonjg,01:12:37:24,41.33762851,-106.2964062,1
874381,Whole Data Set,1,40.584961,18.309999,7.15,-1.779999,54.952,594,0.46,0.206,0.544,0.25,8.692398582,6/19/18 9:01,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10991/4f90b6c2-9b81-4cb8-8017-2a5b9f5cbd87.jpeg,1_1_2_3a,juniperus communis,9.023333333,harrisonjg,01:12:37:24,41.33755428,-106.2965103,1
874380,Whole Data Set,1,39.664062,17.780001,7.51,-1.620001,57.759,543,0.619,0.236,0.472,0.292,7.676250492,6/19/18 9:03,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10990/8544c7e6-f559-4611-bf28-745826cc073c.jpeg,1_1_2_3b,juniperus communis,9.065277778,harrisonjg,01:12:37:24,41.33758314,-106.296464,1
874379,Whole Data Set,1,39.758789,17.75,8.07,-2.38,91.259,470,0.463,0.431,0.389,0.18,1.45726664,6/19/18 9:05,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10989/855d7d2d-b85a-496a-b083-6b5a6fc7f4d9.jpeg,1_1_2_3c,juniperus communis,9.091666667,harrisonjg,01:12:37:24,41.33758796,-106.296503,1
874378,Whole Data Set,1,36.576172,18.51,8.23,-1.62,83.985,1246,0.216,0.15,0.699,0.151,3.796770382,6/19/18 9:14,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10988/67f5ece5-df56-407d-80a5-d52ee44b7f27.jpeg,1_1_2_4a,juniperus communis,9.246666667,harrisonjg,01:12:37:24,41.33758168,-106.2965803,1
874377,Whole Data Set,1,37.463867,18.4,15.36,-1.97,128.14,1342,1.64,0.212,0.298,0.489,8.026782198,6/19/18 9:16,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10987/79b9e51f-9c22-4f07-8719-f1887064eda4.jpeg,1_1_2_4b,juniperus communis,9.276944444,harrisonjg,01:12:37:24,41.33758905,-106.2965689,1
874376,Whole Data Set,1,39.40918,18.66,7.82,-2.81,58.427,1427,1.567,0.091,0.354,0.555,6.825521859,6/19/18 9:18,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10986/94c1f0d1-862b-47c2-9fa1-e6633a76e862.jpeg,1_1_2_4c,juniperus communis,9.305,harrisonjg,01:12:37:24,41.33757919,-106.2965881,
874375,Whole Data Set,1,34.625,20.379999,8.17,-4.049999,112.351,1462,0.508,0.171,0.55,0.279,4.052776684,6/19/18 9:24,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10985/4e359980-0bf2-4d9a-b2c7-ce57d7c9915e.jpeg,1_1_2_5a,juniperus communis,9.408333333,harrisonjg,01:12:37:24,41.33762676,-106.2965844,1
874374,Whole Data Set,1,35.837891,19.68,17.64,-3.25,158.581,1015,0.733,0.347,0.377,0.276,1.610870421,6/19/18 9:25,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10984/fd34e930-b1a9-409f-9001-78022bb818cc.jpeg,1_1_2_5b,juniperus communis,9.432777778,harrisonjg,01:12:37:24,41.33762114,-106.2965998,1
874373,Whole Data Set,1,38.677734,18.82,18.92,-2.29,147.224,914,0.619,0.358,0.397,0.245,-0.602599449,6/19/18 9:28,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10983/39e31746-d425-4b07-9b88-07f76a99ed80.jpeg,1_1_2_5c,juniperus communis,9.467777778,harrisonjg,01:12:37:24,41.33762035,-106.2965921,3
874372,Whole Data Set,1,35.913086,20.33,6.53,-2.04,101.705,1187,5.34,0.19,0.128,0.682,1.646317448,6/19/18 9:36,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10982/21ff94cb-bbd7-486c-81c1-6ec836bb03dc.jpeg,1_1_2_6,juniperus communis,9.600833333,harrisonjg,01:12:37:24,41.33778824,-106.296614,2
874371,Whole Data Set,1,36.461914,20.01,4.94,-2.62,115.918,1200,3.164,0.215,0.189,0.597,8.30641985,6/19/18 9:37,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10981/dca25e82-3769-4a52-a5a9-5f7f7c3e6d00.jpeg,1_1_2_6b,juniperus communis,9.623333333,harrisonjg,01:12:37:24,41.33773851,-106.2966267,2
874370,Whole Data Set,1,37.588867,19.76,5.74,-1.57,95.823,1008,1.095,0.211,0.377,0.412,-1.000393856,6/19/18 9:38,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10980/edf74599-af27-4796-9f9f-581e7f79aab0.jpeg,1_1_2_6c,juniperus communis,9.645277778,harrisonjg,01:12:37:24,41.33778299,-106.2966241,3
874369,Whole Data Set,1,34.732422,22.190001,30.72,-2.500001,140.752,999,0.31,0.313,0.524,0.163,4.785348562,6/19/18 9:46,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10979/07bfb75e-4b6b-4f51-96d8-404b796053a2.jpeg,1_1_2_7a,juniperus communis,9.770555556,harrisonjg,01:12:37:24,41.33787493,-106.2966116,1
874368,Whole Data Set,1,36.166016,21.049999,18.74,-3.659999,131.071,740,1.175,0.394,0.279,0.328,2.37101221,6/19/18 9:48,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10978/6979c17d-6f0a-4a08-b798-28fd2f12126e.jpeg,1_1_2_7b,juniperus communis,9.8,harrisonjg,01:12:37:24,41.33788986,-106.2966163,1
874367,Whole Data Set,1,37.724609,20.969999,25.05,-2.419999,120.883,671,0.656,0.4,0.362,0.238,6.675856636,6/19/18 9:49,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10977/ecadb799-869e-48ba-ab98-48200f6ffd23.jpeg,1_1_2_7c,juniperus communis,9.819722222,harrisonjg,01:12:37:24,41.33786637,-106.296637,1
874366,Whole Data Set,1,32.136719,21.42,31.73,-2.33,121.467,900,0.316,0.3,0.532,0.168,15.93146908,6/19/18 9:59,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10976/be0fcbbb-b316-48fb-a893-be4f9d626bee.jpeg,1_1_2_8a,juniperus communis,9.989166667,harrisonjg,01:12:37:24,0,0,1
874365,Whole Data Set,1,32.936523,20.610001,5.78,-2.720001,73.891,435,0.364,0.377,0.457,0.166,2.441906262,6/19/18 10:00,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10975/1070eb8d-2535-4d54-b1d0-1459bf98edf6.jpeg,1_1_2_8b,juniperus communis,10.0125,harrisonjg,01:12:37:24,0,0,
874364,Whole Data Set,1,30.829102,20.950001,6.55,0.289999,73.926,1624,0.321,0.101,0.681,0.218,4.304844427,6/19/18 10:11,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10974/ba81359e-df10-4ff3-9a12-8bdef24a9a47.jpeg,1_1_2_9,juniperus communis,10.18972222,harrisonjg,01:12:37:24,0,0,
874363,Whole Data Set,1,36.111328,24.809999,25.41,0.240001,139.805,1212,0.258,0.256,0.591,0.153,5.301299724,6/19/18 10:25,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10973/160b29cf-1d84-407b-9a9e-d98f24064550.jpeg,1_1_3_1,juniperus communis,10.43305556,harrisonjg,01:12:37:24,0,0,2
874362,Whole Data Set,1,36.046875,23.07,27.95,0.7,60.143,417,0.448,0.321,0.469,0.21,0.657739267,6/19/18 10:36,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10972/17953648-b177-44dd-9f2b-3db286fac4b6.jpeg,1_1_3_2,astragalus alpinus,10.60861111,harrisonjg,01:12:37:24,0,0,2
874361,Whole Data Set,1,36.448242,22.77,11.12,0.42,50.172,1734,0.599,0.064,0.585,0.35,0.941315479,6/19/18 10:38,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10971/8ffd27b8-8cb5-4a93-89ab-43a2ae62481d.jpeg,1_1_3_2b,astragalus alpinus,10.64666667,harrisonjg,01:12:37:24,0,0,3
874360,Whole Data Set,1,30.185547,22.700001,27.99,1.289999,90.238,588,0.414,0.341,0.466,0.193,8.995667586,6/19/18 10:47,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10970/82858c7c-c8e8-422d-aeb7-f1a848a7edad.jpeg,1_1_3_3,astragalus alpinus,10.79027778,harrisonjg,01:12:37:24,0,0,1
874359,Whole Data Set,1,35.958008,20.209999,8.41,-0.359999,106.527,985,0.414,0.24,0.537,0.223,0.385978732,6/19/18 10:59,na,https://photosynqprod.s3.amazonaws.com/uploads/datum_image/image/10969/4f852202-077e-45a7-b1fc-5eb678bba8ad.jpeg,1_1_3_4,astragalus alpinus,10.99666667,harrisonjg,01:12:37:24,0,0,3
